experiment_folder,source,sampling_method,mode,sample_fraction,speedup,speedup_pvalue,delta_mae_vs_baseline,delta_accuracy_vs_baseline,fake_hit_ratio_mean,final_test_mae_mean,final_test_mae_std,final_test_accuracy_mean,final_test_accuracy_std,total_time_sec_mean,total_time_sec_std,mae_pvalue
analcatdata_boxing2_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.1,0.9333310171403648,0.9169417777721014,-0.0104409171075837,0.0104409171075837,0.3133681269296993,0.3019047619047619,0.0486336358568748,0.6980952380952381,0.0486336358568748,13.883663018544516,2.848586506469188,0.6388055005158996
analcatdata_boxing2_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.2,0.8831555084397558,0.9889761236132568,-0.0434567901234567,0.0434567901234568,0.2129791524281463,0.2688888888888889,0.0479154794621075,0.7311111111111112,0.0479154794621075,14.350333563486735,3.2068673736335738,0.0554102620174428
analcatdata_boxing2_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.3,0.9675424972651488,0.7029458176429108,-0.0364726631393298,0.0364726631393298,0.1416815590807775,0.2758730158730158,0.058990414345306,0.7241269841269842,0.058990414345306,12.973178108533224,3.642375608843124,0.1187363647867416
analcatdata_boxing2_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.5,0.9221254746600188,0.9109924403209574,-0.045679012345679,0.0456790123456789,0.0753493975004509,0.2666666666666666,0.0562899308172736,0.7333333333333333,0.0562899308172736,13.52126273314158,3.5745438109022287,0.050347912390065
analcatdata_boxing2_Gen_50_Pop_1000,FEC,stratified,stratified,0.1,0.973651831109482,0.68006259787427,-0.0164726631393297,0.0164726631393298,0.3031502428273434,0.2958730158730159,0.0548168576359349,0.7041269841269842,0.0548168576359349,13.091114449501038,3.360473964385553,0.4694521823709625
analcatdata_boxing2_Gen_50_Pop_1000,FEC,stratified,stratified,0.2,0.9592643624080588,0.7614492467819867,-0.0263139329805996,0.0263139329805995,0.2219553064480707,0.286031746031746,0.0618917365214021,0.7139682539682539,0.0618917365214021,13.287965075174968,3.5232832476226648,0.2624129566945626
analcatdata_boxing2_Gen_50_Pop_1000,FEC,stratified,stratified,0.3,0.8781126521951024,0.992058653016014,-0.0526631393298059,0.0526631393298059,0.1963528306017934,0.2596825396825397,0.047104093945375,0.7403174603174603,0.047104093945375,14.348730421066284,3.185280989778427,0.0212974292378682
analcatdata_boxing2_Gen_50_Pop_1000,FEC,stratified,stratified,0.5,0.861700237592985,0.9933454301703182,-0.0513932980599647,0.0513932980599647,0.1140096484843634,0.2609523809523809,0.0422067043926863,0.7390476190476191,0.0422067043926863,14.5408527135849,3.633513064026704,0.0226188001096141
analcatdata_creditscore_Gen_50_Pop_1000,baseline,,baseline_simple,1.0,1.0,,0.0,0.0,0.0,0.0199999999999999,0.0305505046330389,0.98,0.0305505046330389,14.92312060991923,1.8658846302785053,
analcatdata_creditscore_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.1,1.0394348408141945,0.1201107108921065,0.0408333333333332,-0.0408333333333332,0.5838724827172365,0.0608333333333332,0.0531049798878493,0.9391666666666668,0.0531049798878493,18.12768634955088,2.2583724211477563,0.0007978523110841
analcatdata_creditscore_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.2,0.9051771306131062,0.997438002390597,-0.005,0.005,0.3633853204772317,0.0149999999999999,0.0067700320038633,0.985,0.0067700320038633,20.43147180080414,2.645088295301931,0.3959576899323817
analcatdata_creditscore_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.3,0.8796427601718503,0.9995363349331788,-0.0075,0.0075,0.257892753352673,0.0124999999999999,0.0072168783648703,0.9875,0.0072168783648703,20.876996795336407,3.0222991065036067,0.2073929082412937
analcatdata_creditscore_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.5,0.8447535979373114,0.9999958882251188,-0.0095833333333334,0.0095833333333333,0.116791345616295,0.0104166666666665,0.0065218649343743,0.9895833333333334,0.0065218649343743,21.65586677392324,2.76612701404575,0.108419044382326
analcatdata_creditscore_Gen_50_Pop_1000,FEC,stratified,stratified,0.1,0.9920853845148891,0.5692381550486951,0.0412499999999999,-0.0412499999999999,0.680008867363488,0.0612499999999999,0.0417519959602731,0.93875,0.0417519959602731,18.81267626285553,3.906757955282268,7.493364116192213e-05
analcatdata_creditscore_Gen_50_Pop_1000,FEC,stratified,stratified,0.2,0.9046126638551892,0.994393258212668,0.0062499999999999,-0.0062499999999999,0.5754372520491041,0.0262499999999999,0.0130503831361382,0.97375,0.0130503831361382,20.482211462656657,3.088578196927861,0.3172053357578397
analcatdata_creditscore_Gen_50_Pop_1000,FEC,stratified,stratified,0.3,0.9344259531285334,0.9658525685120452,-0.00125,0.0012499999999999,0.5105114686003495,0.0187499999999999,0.0110632650394597,0.98125,0.0110632650394598,19.893958044052123,2.934346531866885,0.8370271160381275
analcatdata_creditscore_Gen_50_Pop_1000,FEC,stratified,stratified,0.5,0.9018337739843558,0.9966082210781954,-0.0075,0.0075,0.3436875432359081,0.0124999999999999,0.0072168783648703,0.9875,0.0072168783648703,20.48198064168294,3.022669651552007,0.2073929082412937
analcatdata_lawsuit_Gen_50_Pop_1000,baseline,,baseline_simple,1.0,1.0,,0.0,0.0,0.0,0.0930817610062892,0.0322905601333168,0.9069182389937108,0.0322905601333167,6.649104309082031,2.539229558347527,
analcatdata_lawsuit_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.1,0.9022389456673549,0.8901872680135482,-0.0276789174043935,0.0276789174043935,0.1209739188049523,0.0654028436018956,0.0081538628123626,0.9345971563981044,0.0081538628123627,8.945737751324971,2.1933948372473977,8.719056741309722e-05
analcatdata_lawsuit_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.2,0.8010067257515202,0.9884378293993424,-0.0321022981310918,0.0321022981310918,0.1210194844202311,0.0609794628751974,0.009996393061331,0.9390205371248026,0.009996393061331,10.115948112805684,3.507105775467521,1.176356183261483e-05
analcatdata_lawsuit_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.3,0.7436171297724641,0.9991044927894068,-0.0333661211958627,0.0333661211958628,0.1317879553387203,0.0597156398104265,0.0101352385038517,0.9402843601895736,0.0101352385038517,10.821717135111491,3.3892105307552987,6.4627791545771765e-06
analcatdata_lawsuit_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.5,0.7489516776848879,0.9964556194062144,-0.0314703865987063,0.0314703865987063,0.0269457763776218,0.0616113744075828,0.007543340528476,0.9383886255924172,0.007543340528476,10.73856639067332,4.201643775068125,1.4219854726180389e-05
analcatdata_lawsuit_Gen_50_Pop_1000,FEC,stratified,stratified,0.1,0.9388759712086756,0.7688406483756688,-0.030048585650839,0.0300485856508391,0.0993806437963156,0.0630331753554502,0.0075582140372231,0.9369668246445498,0.0075582140372231,8.607956027984619,2.272816694807001,2.7872382244687488e-05
analcatdata_lawsuit_Gen_50_Pop_1000,FEC,stratified,stratified,0.2,0.8273881238790067,0.9779647882474172,-0.0343139884944409,0.034313988494441,0.0737411252522207,0.0587677725118483,0.0066576011076478,0.9412322274881516,0.0066576011076478,9.828761370976766,3.275855795956581,3.613676950951376e-06
analcatdata_lawsuit_Gen_50_Pop_1000,FEC,stratified,stratified,0.3,0.833239784201174,0.9651095251303234,-0.0327342096634772,0.0327342096634774,0.0941175479709535,0.0603475513428119,0.0084720933192997,0.939652448657188,0.0084720933192998,9.738425032297773,3.618910852458848,8.082819038538651e-06
analcatdata_lawsuit_Gen_50_Pop_1000,FEC,stratified,stratified,0.5,0.8086379996231406,0.9886347508057536,-0.0306804971832245,0.0306804971832245,0.0779726897560368,0.0624012638230647,0.0103170564721994,0.9375987361769352,0.0103170564721995,10.03363159497579,3.218883096166252,2.3672797922636943e-05
appendicitis_Gen_50_Pop_1000,baseline,,baseline_simple,1.0,1.0,,0.0,0.0,0.0,0.1742424242424242,0.0704993340856475,0.8257575757575758,0.0704993340856475,12.802336112658184,2.933204054488141,
appendicitis_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.1,0.9979488354709946,0.5126784181379789,-0.0297979797979797,0.0297979797979798,0.5202835036625502,0.1444444444444444,0.0191301123701491,0.8555555555555556,0.0191301123701491,16.00035222371419,4.314765077800062,0.0351175257192376
appendicitis_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.2,0.9720108722525724,0.6628316966037727,-0.0639249639249639,0.0639249639249638,0.3188792908089451,0.1103174603174602,0.0233958777348947,0.8896825396825396,0.0233958777348947,16.340626215934755,4.68002749826322,4.7346557704936354e-05
appendicitis_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.3,0.9097577845649204,0.9542108706468608,-0.0801948051948052,0.0801948051948051,0.2193934818700381,0.094047619047619,0.0230739551747724,0.905952380952381,0.0230739551747724,17.258640344937643,3.3601953020792577,1.3069978955705292e-06
appendicitis_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.5,0.8486266062450519,0.9973635632203678,-0.0901154401154401,0.09011544011544,0.1184416316915891,0.084126984126984,0.0114736764244452,0.9158730158730158,0.0114736764244451,18.17870587507884,3.6582233906436503,1.4163915979947804e-07
appendicitis_Gen_50_Pop_1000,FEC,stratified,stratified,0.1,1.0482495189062373,0.2401309359098017,-0.0274170274170273,0.0274170274170273,0.5867848256623159,0.1468253968253968,0.0313968895950039,0.8531746031746031,0.0313968895950039,15.29433090686798,4.400848415832883,0.0628959907530691
appendicitis_Gen_50_Pop_1000,FEC,stratified,stratified,0.2,0.9098400423822428,0.9201936007465056,-0.069083694083694,0.069083694083694,0.5266847236572301,0.1051587301587301,0.0246063745998849,0.8948412698412699,0.0246063745998849,17.562233678499858,4.9228865082718105,1.5898144194699884e-05
appendicitis_Gen_50_Pop_1000,FEC,stratified,stratified,0.3,0.79870866195687,0.9999944899122202,-0.079004329004329,0.0790043290043289,0.4573273964057194,0.0952380952380951,0.0144173826385594,0.9047619047619048,0.0144173826385594,19.78557209968567,2.493212569162851,1.4970002516823502e-06
appendicitis_Gen_50_Pop_1000,FEC,stratified,stratified,0.5,0.8609043629133131,0.9922300724851574,-0.0845598845598845,0.0845598845598845,0.3145176107306656,0.0896825396825396,0.0173154160549773,0.9103174603174604,0.0173154160549773,18.099714724222817,4.181569199640836,4.6316248633277e-07
backache_Gen_50_Pop_1000,baseline,,baseline_simple,1.0,1.0,,0.0,0.0,0.0,0.1768518518518518,0.0534235990250061,0.8231481481481482,0.0534235990250061,15.724682585398355,3.456578368009495,
backache_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.1,1.3694148653846645,1.644949373416469e-06,-0.0504629629629629,0.0504629629629629,0.4232056159177559,0.1263888888888888,0.0112548572047622,0.8736111111111111,0.0112548572047622,14.645196223258973,3.485936066611986,2.192092073819934e-05
backache_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.2,1.016950120918193,0.3952861985728421,-0.0638888888888888,0.0638888888888888,0.2710636473494849,0.1129629629629629,0.0125427936890222,0.8870370370370371,0.0125427936890222,19.37742439111074,4.769580204960645,4.861942561484466e-07
backache_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.3,1.0338870063551229,0.2914134599177938,-0.0641203703703703,0.0641203703703704,0.2629115555252442,0.1127314814814814,0.0105597173407009,0.8872685185185186,0.0105597173407009,18.97651948928833,4.351430828665965,4.5006876399208693e-07
backache_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.5,0.9356564678125454,0.8833814445238359,-0.0736111111111111,0.073611111111111,0.1058871082499831,0.1032407407407407,0.016602241738001,0.8967592592592593,0.016602241738001,20.77139663696289,3.964921570834704,3.1824201700756375e-08
backache_Gen_50_Pop_1000,FEC,stratified,stratified,0.1,1.6077316328131117,2.385696696207382e-09,-0.0472222222222222,0.0472222222222221,0.4665223324975173,0.1296296296296296,0.0146035280514699,0.8703703703703703,0.0146035280514699,12.378531424204509,3.807041516801107,6.005192907769751e-05
backache_Gen_50_Pop_1000,FEC,stratified,stratified,0.2,1.375140425938692,6.373084469470717e-07,-0.0546296296296296,0.0546296296296295,0.4553498269474209,0.1222222222222221,0.0125,0.8777777777777778,0.0125,14.509960301717122,3.017026837442726,6.827626449369429e-06
backache_Gen_50_Pop_1000,FEC,stratified,stratified,0.3,1.1356625753332292,0.015694529157575,-0.0648148148148148,0.0648148148148147,0.4261676900676012,0.112037037037037,0.0110142381975651,0.887962962962963,0.0110142381975651,17.428190604845682,3.662493791770128,3.7104738877631573e-07
backache_Gen_50_Pop_1000,FEC,stratified,stratified,0.5,1.033528356382839,0.2856399624989444,-0.0611111111111111,0.0611111111111111,0.3949813880102177,0.1157407407407407,0.0113873832187489,0.8842592592592593,0.0113873832187489,19.039574567476908,3.934557698201813,1.0572910060018828e-06
biomed_Gen_50_Pop_1000,baseline,,baseline_simple,1.0,1.0,,0.0,0.0,0.0,0.2055555555555555,0.0674789890126983,0.7944444444444444,0.0674789890126983,21.56991287867228,6.163550445864353,
biomed_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.1,1.0576216636456792,0.1818976413617652,-0.0344976713240186,0.0344976713240187,0.6683980789444386,0.1710578842315368,0.0171250040549314,0.8289421157684631,0.0171250040549314,25.7214555422465,3.677958793418838,0.0117598701619654
biomed_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.2,0.9080059763899684,0.9431994114114616,-0.0478709248170326,0.0478709248170327,0.4894395738729427,0.1576846307385229,0.0111847710388198,0.8423153692614771,0.0111847710388198,28.02442258993785,4.419617916848445,0.0007017323283268
biomed_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.3,0.8881173700696595,0.959880221193684,-0.048270126413839,0.0482701264138391,0.3799823619563317,0.1572854291417165,0.0156861338957193,0.8427145708582835,0.0156861338957193,27.89342449506124,6.002590532664986,0.0006958731407948
biomed_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.5,0.7926478521862962,0.9994709692342102,-0.0474717232202262,0.0474717232202263,0.2459857519465116,0.1580838323353292,0.0123300959772299,0.8419161676646707,0.0123300959772299,30.5905774752299,6.904203313553335,0.0007775360645921
biomed_Gen_50_Pop_1000,FEC,stratified,stratified,0.1,1.1320554986009264,0.0489263933458403,-0.0193280106453759,0.0193280106453759,0.6863549397565352,0.1862275449101796,0.0163148471751851,0.8137724550898203,0.0163148471751851,24.085017625490824,5.8532181370812175,0.1434903124581277
biomed_Gen_50_Pop_1000,FEC,stratified,stratified,0.2,0.9255783566096532,0.8503581251660101,-0.0408848968729208,0.0408848968729208,0.5888526168004836,0.1646706586826347,0.017059739068137,0.8353293413173652,0.017059739068137,28.002176650365197,7.2852848858938435,0.0033610851605901
biomed_Gen_50_Pop_1000,FEC,stratified,stratified,0.3,0.9863904319082336,0.588280677168304,-0.0438789088489687,0.0438789088489687,0.4737948066065705,0.1616766467065868,0.0110413706075363,0.8383233532934131,0.0110413706075363,25.603950889905292,3.907212099510731,0.0016336568885868
biomed_Gen_50_Pop_1000,FEC,stratified,stratified,0.5,0.847095157410979,0.9963769902897752,-0.047272122421823,0.0472721224218231,0.3393684323328977,0.1582834331337324,0.012044051769697,0.8417165668662675,0.012044051769697,28.73334189256032,4.711824026521255,0.000807924173465
breast_cancer_Gen_50_Pop_1000,baseline,,baseline_simple,1.0,1.0,,0.0,0.0,0.0,0.2614942528735632,0.0607267606875381,0.7385057471264368,0.0607267606875381,19.230105352401733,3.923865578629855,
breast_cancer_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.1,0.955995799195837,0.8070597489746374,-0.0363480540431538,0.0363480540431538,0.513874074008096,0.2251461988304093,0.0112297452454219,0.7748538011695907,0.0112297452454219,25.2928041378657,4.29289182826306,0.0034263375861561
breast_cancer_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.2,0.8800197504851927,0.9948486201646128,-0.0424884049203468,0.0424884049203468,0.3101607058394802,0.2190058479532163,0.0152748045457415,0.7809941520467837,0.0152748045457414,26.42272142569224,4.069509272726712,0.0008971810042666
breast_cancer_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.3,0.8368065383629204,0.9993004627305764,-0.039272030651341,0.0392720306513409,0.1358231390229526,0.2222222222222221,0.0118412027668518,0.7777777777777778,0.0118412027668518,27.00067771275838,5.020953621507541,0.0017730451589415
breast_cancer_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.5,0.8443133484509303,0.999591240518631,-0.0401492236337971,0.0401492236337971,0.0613979985661662,0.221345029239766,0.010667506635646,0.7786549707602339,0.010667506635646,26.51478352546692,4.17768287898516,0.0014164555782849
breast_cancer_Gen_50_Pop_1000,FEC,stratified,stratified,0.1,0.9509534319720316,0.7992163994766203,-0.0264065335753176,0.0264065335753176,0.6894466026026815,0.2350877192982455,0.01264091597732,0.7649122807017544,0.01264091597732,25.728649481137595,5.926084820070382,0.0287038570097082
breast_cancer_Gen_50_Pop_1000,FEC,stratified,stratified,0.2,0.9471670743226188,0.8357021549047546,-0.0388334341601129,0.0388334341601128,0.5123962832060913,0.2226608187134502,0.0139011949175641,0.7773391812865497,0.0139011949175641,25.08605156739553,5.124350749708276,0.0020439827821193
breast_cancer_Gen_50_Pop_1000,FEC,stratified,stratified,0.3,0.8738243952908507,0.9926048891596476,-0.0427808025811655,0.0427808025811655,0.4502565304505391,0.2187134502923976,0.0122353660543319,0.7812865497076024,0.0122353660543319,26.65021426677704,5.010980275972189,0.0007827933430437
breast_cancer_Gen_50_Pop_1000,FEC,stratified,stratified,0.5,0.8852376271911327,0.9881661900246844,-0.0440965920548497,0.0440965920548497,0.22470853401114,0.2173976608187134,0.0115866608485816,0.7826023391812865,0.0115866608485816,25.61500020821889,4.745550217988236,0.0005645863330587
bupa_Gen_50_Pop_1000,baseline,,baseline_simple,1.0,1.0,,0.0,0.0,0.0,0.4439613526570048,0.0727995441170833,0.5560386473429951,0.0727995441170833,9.159256211916606,2.570505876368684,
bupa_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.1,0.838752128917606,0.9954578105878932,-0.0734299516908212,0.0734299516908212,0.2674754221089324,0.3705314009661835,0.0255159826204438,0.6294685990338164,0.0255159826204438,13.569494930903115,2.953770393053983,1.0202126888205768e-05
bupa_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.2,0.7849743636924167,0.9998592009250564,-0.0815217391304347,0.0815217391304348,0.1619915293120225,0.36243961352657,0.0262355425781247,0.6375603864734299,0.0262355425781247,14.355922079086303,2.85912870186389,1.832457512625444e-06
bupa_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.3,0.826985923529595,0.9947210629439251,-0.0705314009661836,0.0705314009661836,0.1254493628036826,0.3734299516908212,0.0359156895332673,0.6265700483091787,0.0359156895332673,13.486090056101482,3.4683008483784548,2.9567035465564825e-05
bupa_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.5,0.7553583390760443,0.9999696963601108,-0.0806763285024154,0.0806763285024155,0.08625346316281,0.3632850241545893,0.020128180343961,0.6367149758454107,0.020128180343961,14.67728385925293,3.093659101981827,1.920228991148711e-06
bupa_Gen_50_Pop_1000,FEC,stratified,stratified,0.1,0.8138570928903052,0.9991623503672806,-0.0756038647342995,0.0756038647342995,0.4841508313796179,0.3683574879227053,0.0257277560424253,0.6316425120772947,0.0257277560424253,14.106101687749227,2.812617363427216,6.445072748949885e-06
bupa_Gen_50_Pop_1000,FEC,stratified,stratified,0.2,0.763958651338584,0.9999531046691834,-0.078743961352657,0.078743961352657,0.4129447625807237,0.3652173913043477,0.0204188446429063,0.6347826086956522,0.0204188446429063,14.776379895210264,3.0014286555365066,2.90560895540503e-06
bupa_Gen_50_Pop_1000,FEC,stratified,stratified,0.3,0.7394242869400736,0.9999989124436306,-0.0880434782608696,0.0880434782608695,0.3557947222187342,0.3559178743961352,0.0134166731352854,0.6440821256038647,0.0134166731352854,15.270369418462115,2.4594335450422933,3.916057765213104e-07
bupa_Gen_50_Pop_1000,FEC,stratified,stratified,0.5,0.6914843416732065,0.999999970699838,-0.0890096618357488,0.0890096618357488,0.2427897251050171,0.354951690821256,0.0151564033600851,0.645048309178744,0.0151564033600851,16.052423175175985,2.840599434445052,3.222174354533547e-07
clean1_Gen_50_Pop_1000,baseline,,baseline_simple,1.0,1.0,,0.0,0.0,0.0,0.0083333333333333,0.0090810394657097,0.9916666666666668,0.0090810394657097,20.275388026237486,6.472488881321447,
clean1_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.1,0.9480215631192492,0.7791616743320465,0.0053508771929824,-0.0053508771929824,0.486085306453522,0.0136842105263157,0.0051925082761223,0.9863157894736844,0.0051925082761223,26.257313617070515,4.862269951157407,0.0083815854794932
clean1_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.2,0.8443010863302339,0.981666826820516,0.0012280701754386,-0.0012280701754384,0.4005045535294756,0.0095614035087719,0.0039900229528225,0.9904385964912282,0.0039900229528225,28.604248452186585,7.647645710204377,0.5087857435962643
clean1_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.3,0.865807069934965,0.9737460455244134,0.001578947368421,-0.001578947368421,0.2773194255304821,0.0099122807017543,0.003090160518212,0.9900877192982456,0.003090160518212,27.64084423383077,6.511079518858466,0.3813365615432805
clean1_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.5,0.8894915286490501,0.94568912220013,-0.0016666666666666,0.0016666666666667,0.1940761315941527,0.0066666666666666,0.0048396892014504,0.9933333333333334,0.0048396892014504,26.787329840660096,6.184748396521861,0.3877987995747593
clean1_Gen_50_Pop_1000,FEC,stratified,stratified,0.1,0.9013015770680762,0.9050008288065275,0.0063157894736842,-0.0063157894736842,0.5452235541426151,0.0146491228070175,0.0094072557342387,0.9853508771929824,0.0094072557342388,27.509861397743222,7.137747669408853,0.0117713212795515
