Year,Pitcher,League,Type,Wins,Win_pct,Saves,ERA,Strikeouts,Innings_pitched,target
0.6666666666666666,0.6724137931034483,0.0,0.9999999999999998,0.9583333333333333,0.852,0.0,0.25268817204301064,0.8212121212121213,0.7374100719424461,1
0.6666666666666666,0.6206896551724138,0.0,0.9999999999999998,0.75,0.72,0.0,0.6370967741935484,0.39393939393939403,0.6924460431654677,0
0.6666666666666666,0.06896551724137928,0.0,0.9999999999999998,0.75,0.667,0.0,0.9838709677419354,0.43636363636363645,0.7000899280575539,0
0.6666666666666666,0.6379310344827587,0.0,0.0,0.16666666666666669,0.5710000000000001,0.8181818181818181,0.18817204301075274,0.03030303030303033,0.08857913669064754,0
0.6666666666666666,0.4827586206896552,0.0,0.0,0.16666666666666669,0.5,0.7818181818181817,0.685483870967742,0.05454545454545462,0.07508992805755393,0
0.6666666666666666,0.7586206896551724,0.0,0.0,0.08333333333333326,0.4,0.7818181818181817,0.521505376344086,0.08181818181818187,0.10791366906474825,0
0.6666666666666666,0.5689655172413793,1.0,0.9999999999999998,0.9166666666666666,0.846,0.0,0.4758064516129032,0.40909090909090917,0.8529676258992805,0
0.6666666666666666,0.3620689655172414,1.0,0.9999999999999998,0.875,0.677,0.0,0.6586021505376344,0.43939393939393945,0.8857913669064749,0
0.6666666666666666,0.7758620689655172,1.0,0.9999999999999998,0.7083333333333333,0.654,0.0,0.3629032258064516,0.9757575757575759,0.9999999999999999,1
0.6666666666666666,0.9137931034482759,1.0,0.0,0.08333333333333326,0.4,0.7272727272727273,0.27150537634408606,0.09393939393939399,0.0809352517985612,0
0.6666666666666666,1.0,1.0,0.0,0.25,0.5,0.7454545454545454,0.6881720430107526,0.1757575757575758,0.11870503597122312,0
0.7777777777777777,0.9310344827586208,0.0,0.9999999999999998,0.8333333333333333,0.769,0.0,0.8091397849462364,0.38484848484848494,0.6879496402877698,0
0.7777777777777777,0.6724137931034483,0.0,0.9999999999999998,0.75,0.75,0.0,0.16397849462365588,0.7333333333333334,0.7540467625899281,1
0.7777777777777777,0.25862068965517243,0.0,0.9999999999999998,0.8333333333333333,0.7140000000000001,0.0,0.8010752688172043,0.37575757575757585,0.8111510791366906,0
0.7777777777777777,0.9482758620689655,0.0,0.0,0.08333333333333326,0.3329999999999999,0.7636363636363637,0.6424731182795699,0.0757575757575758,0.0660971223021583,0
0.7777777777777777,0.20689655172413796,0.0,0.0,0.16666666666666669,0.5,0.7636363636363637,0.3844086021505376,0.11212121212121218,0.1888489208633094,0
0.7777777777777777,0.8620689655172413,1.0,0.9999999999999998,0.875,0.7,0.0,0.6102150537634408,0.3333333333333334,0.8619604316546763,0
0.7777777777777777,0.7758620689655172,1.0,0.9999999999999998,0.7916666666666665,0.731,0.0,0.4059139784946237,0.9242424242424244,0.8965827338129495,1
0.7777777777777777,0.1896551724137931,1.0,0.9999999999999998,0.8333333333333333,0.69,0.0,0.7473118279569892,0.4545454545454546,0.822841726618705,0
0.7777777777777777,0.0,1.0,0.0,0.20833333333333331,0.455,0.8181818181818181,0.836021505376344,0.015151515151515194,0.09307553956834536,0
0.7777777777777777,0.9137931034482759,1.0,0.0,0.16666666666666669,0.364,0.7818181818181817,0.5,0.13030303030303034,0.10341726618705038,0
0.8888888888888888,0.7241379310344828,0.0,0.9999999999999998,0.8333333333333333,0.87,0.0,0.639784946236559,0.5181818181818183,0.7688848920863309,1
0.8888888888888888,0.43103448275862066,0.0,0.9999999999999998,0.8333333333333333,0.769,0.0,0.6182795698924731,0.2333333333333334,0.7212230215827338,0
0.8888888888888888,0.603448275862069,0.0,0.9999999999999998,0.875,0.7240000000000001,0.0,0.6236559139784946,0.3363636363636364,0.8093525179856116,0
0.8888888888888888,0.6379310344827587,0.0,0.0,0.16666666666666669,0.4,0.909090909090909,0.325268817204301,0.12424242424242429,0.14118705035971224,0
0.8888888888888888,0.5172413793103449,0.0,0.0,0.0,0.0,0.8181818181818181,0.5672043010752689,0.06060606060606061,0.07823741007194246,0
0.8888888888888888,0.7758620689655172,1.0,0.9999999999999998,0.875,0.778,0.0,0.3655913978494624,1.0,0.9010791366906474,1
0.8888888888888888,0.5862068965517242,1.0,0.9999999999999998,0.9166666666666666,0.733,0.0,0.5456989247311828,0.4333333333333334,0.7508992805755397,0
0.8888888888888888,0.15517241379310343,1.0,0.9999999999999998,0.9166666666666666,0.7859999999999999,0.0,0.4973118279569892,0.7606060606060607,0.9325539568345323,0
0.8888888888888888,0.03448275862068961,1.0,0.0,0.25,0.6,0.7818181818181817,0.7096774193548386,0.1545454545454546,0.12140287769784175,0
0.8888888888888888,0.9137931034482759,1.0,0.0,0.125,0.429,0.7818181818181817,0.6182795698924731,0.06363636363636366,0.049460431654676285,0
0.8888888888888888,0.8103448275862069,1.0,0.0,0.16666666666666669,0.444,0.8181818181818181,0.5053763440860214,0.1545454545454546,0.12769784172661874,0
0.8888888888888888,0.4482758620689655,1.0,0.0,0.125,0.375,0.7818181818181817,0.6666666666666665,0.04848484848484852,0.11420863309352525,0
0.9999999999999999,0.13793103448275862,0.0,0.9999999999999998,0.9583333333333333,0.8214290000000001,0.0,0.4354838709677419,0.4242424242424243,0.8093525179856116,1
0.9999999999999999,0.20689655172413796,0.0,0.9999999999999998,0.875,0.7241380000000001,0.0,0.3897849462365591,0.2575757575757576,0.7661870503597121,0
0.9999999999999999,0.2931034482758621,0.0,0.0,0.04166666666666663,0.25,0.8181818181818181,0.4838709677419355,0.0848484848484849,0.08273381294964033,0
0.9999999999999999,0.10344827586206895,0.0,0.0,0.4583333333333333,0.733333,0.8,0.7096774193548386,0.1545454545454546,0.1996402877697842,0
0.9999999999999999,0.7758620689655172,1.0,0.9999999999999998,1.0,0.827586,0.0,0.3198924731182795,0.884848484848485,0.9473920863309352,1
0.9999999999999999,0.15517241379310343,1.0,0.9999999999999998,0.9583333333333333,0.766667,0.0,0.564516129032258,0.8303030303030304,0.9442446043165468,0
0.9999999999999999,0.4655172413793104,1.0,0.0,0.125,0.6,1.0,0.5698924731182795,0.13030303030303034,0.13938848920863312,0
0.9999999999999999,0.27586206896551724,1.0,0.0,0.16666666666666669,0.8,0.9454545454545453,0.2258064516129032,0.21818181818181825,0.1483812949640288,0
