xs,ys,target
0.7360122816138379,0.9121126685430879,1
0.9029669748334526,0.7387931332534474,1
0.8827738389571094,0.7331333205557714,1
0.37404740652728474,0.7559406923801046,1
0.48882234390798823,0.8389128327824291,1
0.4679541411280658,0.7796075328717492,1
0.7426484674780521,0.8069267843291765,1
0.4788122420525984,0.773147333262919,1
0.8680186750798173,0.7539258869388813,1
0.6048606857079414,0.7390002424851047,1
0.39288120952184774,0.6786558852984652,1
0.9112033584678081,0.6179627596846182,1
0.4714545669304102,0.6979994422227563,1
0.836230013130481,0.6323414405144225,1
0.6881265769516041,0.8623865384464622,1
0.5097460447667771,0.9343419827212993,1
0.7207774232372922,0.3774123976724264,1
0.6276019984640913,0.5866409664271209,1
0.41748784221785157,0.6536620758816056,1
0.8015061394856491,0.7724383911149508,1
0.4966080155840199,0.5716385912066183,1
0.3348326196111812,0.6572590329866547,1
0.5578851391017976,0.9297706476432495,1
0.8319849224747393,0.42177845241408296,1
0.5626846697032405,0.6392727682765801,1
0.6935380144357723,0.6180778869754404,1
0.8134541907978501,0.8276718922348145,1
0.4495825453769262,0.722474213468185,1
0.9999999999999999,0.5170969048314358,1
0.9240507367441133,0.729504444199142,1
0.5375677991132367,0.6165741788186696,1
0.7395638740071018,0.8554955846449622,1
0.533631297322247,0.803774766020792,1
0.7662905447019732,0.43740197627034083,1
0.8632799703348584,0.467742034556607,1
0.4687838274442231,0.6720454472220742,1
0.7381540387275158,0.5446096492349067,1
0.796897896500884,0.7485320083179702,1
0.44692803117965374,0.599080926412213,1
0.8014381308550668,0.6006636308240537,1
0.49914299399781487,0.8486482278700112,1
0.5624160225657902,0.7264842056886848,1
0.6275286952655474,0.4244292139097216,1
0.9985642659332253,0.8949133535177705,1
0.7671034364208329,0.7121396551025216,1
0.8356211947457333,0.7422028800553856,1
0.7959878712834166,0.5713583557481088,1
0.7919959283443988,0.6568631719855909,1
0.7328301276629927,0.8764948476450136,1
0.7675259249160712,0.6945979243595793,1
0.34691623273784034,0.7443009402469508,1
0.7741561377865007,0.6590897655536421,1
0.42616092808007366,0.5423259669176265,1
0.916410746339047,0.7567101331875927,1
0.41807886022715846,0.5047490980612114,1
0.3973244669372282,0.7268383303220114,1
0.7981079092822843,0.4968590016185941,1
0.718943011998397,0.49584257587052344,1
0.35770399561165706,0.9386960489034698,1
0.6275126265364381,0.645597972806775,1
0.8249215608096003,0.5138809312421407,1
0.40042689399327513,0.7040328113713066,1
