mode,sample_fraction,run,gen,phenotype,phenotype_in_cache,hit,fitness_cached,fitness_full_train,fake_hit,fitness_diff
farthest_point,0.1,1,0,"or_(not_(less_than_or_equal(x[2],x[3])),less_than_or_equal(sub(x[0],x[3]),add(x[7],x[2])))",,False,,0.6842105263157895,False,0.0
farthest_point,0.1,1,0,"less_than_or_equal(pdiv(sub(x[2],x[5]),mul(x[2],x[0])),pdiv(add(x[2],x[7]),pdiv(x[7],x[2])))",,False,,0.5570175438596492,False,0.0
farthest_point,0.1,1,0,"less_than_or_equal(pdiv(pdiv(x[3],x[2]),mul(x[2],x[3])),pdiv(pdiv(x[3],x[5]),pdiv(x[2],x[0])))",,False,,0.4385964912280702,False,0.0
farthest_point,0.1,1,0,"less_than_or_equal(pdiv(add(x[3],x[3]),sub(x[3],x[2])),sub(pdiv(x[2],x[5]),mul(x[3],x[0])))",,False,,0.706140350877193,False,0.0
farthest_point,0.1,1,0,"not_(less_than_or_equal(add(x[2],x[3]),sub(x[5],x[2])))",,False,,0.5657894736842105,False,0.0
farthest_point,0.1,1,1,"not_(not_(less_than_or_equal(add(x[0],add(add(x[7],x[2]),x[7])),mul(add(x[7],x[7]),x[7]))))",,False,,0.293859649122807,False,0.0
farthest_point,0.1,1,1,"greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),add(x[2],x[0])))",,False,,0.2807017543859649,False,0.0
farthest_point,0.1,1,1,"not_(not_(greater_than_or_equal(x[0], mul(x[2],x[3]))))",,False,,0.7017543859649122,False,0.0
farthest_point,0.1,1,1,"not_(not_(less_than_or_equal(x[0],pdiv(x[0],x[0]))))","or_(less_than_or_equal(sub(x[0],x[5]),pdiv(x[2],x[0])),or_(less_than_or_equal(x[3],x[3]),greater_than_or_equal(x[5], x[3])))",True,0.706140350877193,,,
farthest_point,0.1,1,1,"greater_than_or_equal(x[5], x[3])",,False,,0.6710526315789473,False,0.0
farthest_point,0.1,1,1,"greater_than_or_equal(pdiv(add(x[3],x[5]),add(x[0],x[2])), pdiv(pdiv(x[2],x[5]),mul(x[3],x[5])))","greater_than_or_equal(pdiv(add(x[3],x[5]),add(x[0],x[2])), pdiv(pdiv(x[2],x[5]),mul(x[3],x[5])))",True,0.2982456140350877,,,
farthest_point,0.1,1,1,"greater_than_or_equal(pdiv(add(x[2],x[3]),sub(x[5],x[2])), x[3])","not_(not_(greater_than_or_equal(x[5], x[2])))",True,0.4824561403508771,,,
farthest_point,0.1,1,1,"not_(less_than_or_equal(add(x[3],x[5]),add(x[0],x[2])))",,False,,0.3114035087719298,False,0.0
farthest_point,0.1,1,1,"and_(greater_than_or_equal(sub(x[3],x[5]), sub(x[0],x[7])),greater_than_or_equal(sub(x[0],x[3]), pdiv(x[0],x[3])))","not_(not_(less_than_or_equal(add(x[0],add(add(x[7],x[2]),x[7])),mul(add(x[7],x[7]),x[7]))))",True,0.293859649122807,,,
farthest_point,0.1,1,1,"not_(not_(less_than_or_equal(x[2],x[7])))",,False,,0.5877192982456141,False,0.0
farthest_point,0.1,1,1,"not_(greater_than_or_equal(x[7], x[2]))",,False,,0.4122807017543859,False,0.0
farthest_point,0.1,1,1,"greater_than_or_equal(x[3], x[2])",,False,,0.3026315789473685,False,0.0
farthest_point,0.1,1,1,"greater_than_or_equal(pdiv(add(x[3],x[5]),add(pdiv(x[3],x[5]),pdiv(x[2],x[0]))), x[5])",,False,,0.6535087719298245,False,0.0
farthest_point,0.1,1,1,"less_than_or_equal(pdiv(pdiv(x[3],x[2]),mul(x[2],x[3])),pdiv(x[0],x[2]))",,False,,0.6447368421052632,False,0.0
farthest_point,0.1,1,1,"greater_than_or_equal(x[3], x[5])",,False,,0.4649122807017544,False,0.0
farthest_point,0.1,1,1,"greater_than_or_equal(mul(sub(x[3],x[2]),add(add(x[7],x[2]),x[7])), mul(add(x[7],x[7]),x[7]))",,False,,0.2850877192982456,False,0.0
farthest_point,0.1,1,1,"and_(and_(greater_than_or_equal(x[7], x[0]),greater_than_or_equal(93.79, add(x[0],add(x[3],x[0])))),x[8])",,False,,0.3026315789473685,False,0.0
farthest_point,0.1,1,1,"not_(greater_than_or_equal(mul(x[0],x[7]), mul(add(x[7],x[7]),x[7])))",,False,,0.6228070175438596,False,0.0
farthest_point,0.1,1,1,"greater_than_or_equal(mul(sub(x[3],x[0]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),add(x[3],x[0])))",,False,,0.2850877192982456,False,0.0
farthest_point,0.1,1,1,"greater_than_or_equal(x[3], add(x[7],x[2]))",,False,,0.2850877192982456,False,0.0
farthest_point,0.1,1,1,"not_(not_(less_than_or_equal(add(x[0],x[2]),pdiv(pdiv(x[2],x[5]),mul(x[3],x[2])))))",,False,,0.5350877192982456,False,0.0
farthest_point,0.1,1,1,"greater_than_or_equal(sub(mul(x[0],x[2]),add(x[2],x[5])), sub(add(x[5],x[5]),mul(sub(x[3],x[2]),add(add(93.79,add(x[0],add(x[3],x[0]))),26.86))))",,False,,0.293859649122807,False,0.0
farthest_point,0.1,1,1,"not_(not_(less_than_or_equal(x[3],x[2])))","less_than_or_equal(pdiv(add(x[3],x[3]),sub(x[3],x[2])),sub(pdiv(x[2],x[5]),mul(x[3],x[0])))",True,0.706140350877193,,,
farthest_point,0.1,1,1,"not_(not_(less_than_or_equal(x[7],x[2])))","not_(not_(less_than_or_equal(x[7],x[2])))",True,0.4298245614035088,,,
farthest_point,0.1,1,1,"greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),add(x[2],x[0])))","greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),add(x[2],x[0])))",True,0.2807017543859649,,,
farthest_point,0.1,1,2,"and_(greater_than_or_equal(sub(x[3],x[5]), sub(x[0],x[5])),greater_than_or_equal(sub(x[0],x[3]), pdiv(x[0],x[3])))","not_(not_(less_than_or_equal(add(x[0],add(add(x[7],x[2]),x[7])),mul(add(x[7],x[7]),x[7]))))",True,0.293859649122807,,,
farthest_point,0.1,1,2,"and_(and_(greater_than_or_equal(x[7], x[0]),greater_than_or_equal(93.79, add(x[0],add(x[3],x[0])))),x[8])","and_(and_(greater_than_or_equal(x[7], x[0]),greater_than_or_equal(93.79, add(x[0],add(x[3],x[0])))),x[8])",True,0.3026315789473685,,,
farthest_point,0.1,1,2,"greater_than_or_equal(x[3], add(mul(x[0],x[0]),add(x[2],x[0])))",,False,,0.2807017543859649,False,0.0
farthest_point,0.1,1,2,"greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[0])), pdiv(x[7],x[2]))","not_(not_(less_than_or_equal(add(x[0],add(add(x[7],x[2]),x[7])),mul(add(x[7],x[7]),x[7]))))",True,0.293859649122807,,,
farthest_point,0.1,1,2,"not_(not_(less_than_or_equal(x[7],x[2])))","not_(not_(less_than_or_equal(x[7],x[2])))",True,0.4298245614035088,,,
farthest_point,0.1,1,2,"greater_than_or_equal(x[3], add(x[0],add(add(x[7],x[2]),x[7])))","not_(not_(less_than_or_equal(add(x[0],add(add(x[7],x[2]),x[7])),mul(add(x[7],x[7]),x[7]))))",True,0.293859649122807,,,
farthest_point,0.1,1,2,"not_(not_(less_than_or_equal(add(x[0],add(add(x[2],34.22),add(x[7],x[7]))),x[7])))","not_(not_(less_than_or_equal(add(x[0],add(add(x[7],x[2]),x[7])),mul(add(x[7],x[7]),x[7]))))",True,0.293859649122807,,,
farthest_point,0.1,1,2,"greater_than_or_equal(x[3], add(34.22,add(x[7],x[7])))","not_(not_(less_than_or_equal(add(x[0],add(add(x[7],x[2]),x[7])),mul(add(x[7],x[7]),x[7]))))",True,0.293859649122807,,,
farthest_point,0.1,1,2,"greater_than_or_equal(sub(mul(x[0],x[2]),add(x[2],x[5])), sub(add(x[5],x[5]),mul(sub(x[3],x[2]),add(add(93.45,add(x[3],x[2])),add(mul(x[0],x[0]),add(x[2],x[0]))))))","greater_than_or_equal(sub(mul(x[0],x[2]),add(x[2],x[5])), sub(add(x[5],x[5]),mul(sub(x[3],x[2]),add(add(93.79,add(x[0],add(x[3],x[0]))),26.86))))",True,0.293859649122807,,,
farthest_point,0.1,1,2,"greater_than_or_equal(mul(sub(x[3],x[2]),add(add(x[7],mul(pdiv(x[7],mul(add(x[7],x[7]),79.09)),x[2])),x[2])), x[0])","greater_than_or_equal(x[3], add(mul(x[0],x[0]),add(x[2],x[0])))",True,0.2807017543859649,,,
farthest_point,0.1,1,2,"and_(and_(greater_than_or_equal(x[7], x[0]),greater_than_or_equal(93.79, add(x[0],add(x[3],x[0])))),x[8])","and_(and_(greater_than_or_equal(x[7], x[0]),greater_than_or_equal(93.79, add(x[0],add(x[3],x[0])))),x[8])",True,0.3026315789473685,,,
farthest_point,0.1,1,2,"greater_than_or_equal(sub(mul(x[0],x[2]),add(x[2],x[3])), sub(add(x[5],x[5]),mul(sub(x[3],x[2]),add(add(93.79,add(x[0],add(x[3],x[0]))),26.86))))","greater_than_or_equal(sub(mul(x[0],x[2]),add(x[2],x[5])), sub(add(x[5],x[5]),mul(sub(x[3],x[2]),add(add(93.79,add(x[0],add(x[3],x[0]))),26.86))))",True,0.293859649122807,,,
farthest_point,0.1,1,2,"not_(not_(less_than_or_equal(x[0],40.09)))","or_(less_than_or_equal(sub(x[0],x[5]),pdiv(x[2],x[0])),or_(less_than_or_equal(x[3],x[3]),greater_than_or_equal(x[5], x[3])))",True,0.706140350877193,,,
farthest_point,0.1,1,2,"greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),add(x[2],mul(x[2],add(x[3],x[2])))))",,False,,0.2807017543859649,False,0.0
farthest_point,0.1,1,2,"greater_than_or_equal(pdiv(add(x[3],x[5]),add(x[0],x[2])), pdiv(pdiv(99.57,x[0]),x[0]))","not_(not_(less_than_or_equal(add(x[0],add(add(x[7],x[2]),x[7])),mul(add(x[7],x[7]),x[7]))))",True,0.293859649122807,,,
farthest_point,0.1,1,2,"greater_than_or_equal(x[3], add(x[5],sub(x[0],x[7])))",,False,,0.3596491228070175,False,0.0
farthest_point,0.1,1,2,"and_(greater_than_or_equal(sub(x[7],x[7]), x[2]),x[6])",,False,,0.3026315789473685,False,0.0
farthest_point,0.1,1,2,"greater_than_or_equal(pdiv(add(x[3],x[5]),add(x[0],x[2])), pdiv(pdiv(x[2],x[2]),add(x[0],add(add(x[7],x[2]),x[7]))))",,False,,0.4824561403508771,False,0.0
farthest_point,0.1,1,2,"not_(greater_than_or_equal(x[0], x[2]))",,False,,0.3552631578947368,False,0.0
farthest_point,0.1,1,2,"not_(not_(less_than_or_equal(x[0],x[7])))",,False,,0.3903508771929824,False,0.0
farthest_point,0.1,1,2,"greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),add(90.94,add(x[3],x[0]))))",,False,,0.2807017543859649,False,0.0
farthest_point,0.1,1,2,"and_(greater_than_or_equal(sub(x[3],x[5]), sub(x[0],x[7])),greater_than_or_equal(sub(x[0],x[3]), pdiv(x[0],x[7])))",,False,,0.3289473684210526,False,0.0
farthest_point,0.1,1,2,"not_(not_(less_than_or_equal(x[5],x[0])))",,False,,0.5745614035087719,False,0.0
farthest_point,0.1,1,2,"not_(not_(less_than_or_equal(x[7],pdiv(add(x[3],sub(79.09,x[2])),x[3]))))","or_(less_than_or_equal(sub(x[0],x[5]),pdiv(x[2],x[0])),or_(less_than_or_equal(x[3],x[3]),greater_than_or_equal(x[5], x[3])))",True,0.706140350877193,,,
farthest_point,0.1,1,2,"greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),add(x[2],x[0])))","greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),add(x[2],x[0])))",True,0.2807017543859649,,,
farthest_point,0.1,1,3,not_(not_(not_(x[1]))),,False,,0.4956140350877193,False,0.0
farthest_point,0.1,1,3,"greater_than_or_equal(x[3], add(x[0],add(add(x[7],x[2]),x[3])))","not_(not_(less_than_or_equal(add(x[0],add(add(x[7],x[2]),x[7])),mul(add(x[7],x[7]),x[7]))))",True,0.293859649122807,,,
farthest_point,0.1,1,3,"greater_than_or_equal(mul(sub(x[3],x[2]),add(add(x[7],mul(pdiv(x[0],mul(add(x[7],x[7]),79.09)),x[2])),x[2])), x[0])","greater_than_or_equal(x[3], add(mul(x[0],x[0]),add(x[2],x[0])))",True,0.2807017543859649,,,
farthest_point,0.1,1,3,"greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],mul(79.09,x[2]))), 90.93)","not_(not_(less_than_or_equal(add(x[0],add(add(x[7],x[2]),x[7])),mul(add(x[7],x[7]),x[7]))))",True,0.293859649122807,,,
farthest_point,0.1,1,3,"not_(greater_than_or_equal(x[0], x[2]))","not_(greater_than_or_equal(x[0], x[2]))",True,0.3552631578947368,,,
farthest_point,0.1,1,3,"greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),add(90.94,add(x[3],mul(x[0],x[2])))))","greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),add(90.94,add(x[3],x[0]))))",True,0.2807017543859649,,,
farthest_point,0.1,1,3,"greater_than_or_equal(mul(sub(x[3],x[2]),99.57), x[0])","greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),add(90.94,add(x[3],x[0]))))",True,0.2807017543859649,,,
farthest_point,0.1,1,3,"greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[0])), pdiv(x[7],x[2]))","not_(not_(less_than_or_equal(add(x[0],add(add(x[7],x[2]),x[7])),mul(add(x[7],x[7]),x[7]))))",True,0.293859649122807,,,
farthest_point,0.1,1,3,"greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[2])), pdiv(mul(x[0],79.09),x[2]))","not_(not_(less_than_or_equal(add(x[0],add(add(x[7],x[2]),x[7])),mul(add(x[7],x[7]),x[7]))))",True,0.293859649122807,,,
farthest_point,0.1,1,3,"greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),add(x[2],mul(x[2],add(x[3],pdiv(x[0],add(x[2],x[0])))))))","greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),add(x[2],mul(x[2],add(x[3],x[2])))))",True,0.2807017543859649,,,
farthest_point,0.1,1,3,"greater_than_or_equal(mul(sub(x[3],x[2]),mul(add(x[7],x[2]),x[0])), mul(add(x[7],x[7]),x[7]))","greater_than_or_equal(x[3], add(x[7],x[2]))",True,0.2850877192982456,,,
farthest_point,0.1,1,3,"greater_than_or_equal(mul(sub(x[3],x[2]),pdiv(x[0],x[0])), add(90.94,add(x[3],x[0])))","not_(not_(less_than_or_equal(add(x[0],add(add(x[7],x[2]),x[7])),mul(add(x[7],x[7]),x[7]))))",True,0.293859649122807,,,
farthest_point,0.1,1,3,"greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[0])), pdiv(add(add(x[7],x[2]),x[7]),mul(add(x[7],x[7]),x[7])))","not_(not_(less_than_or_equal(add(x[0],add(add(x[7],x[2]),x[7])),mul(add(x[7],x[7]),x[7]))))",True,0.293859649122807,,,
farthest_point,0.1,1,3,"greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),add(x[2],x[3])))","greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),add(x[2],x[0])))",True,0.2807017543859649,,,
farthest_point,0.1,1,3,"greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[7])), pdiv(mul(x[0],x[0]),add(x[2],mul(x[2],add(x[3],x[2])))))","greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),add(x[2],mul(x[2],add(x[3],x[2])))))",True,0.2807017543859649,,,
farthest_point,0.1,1,3,"greater_than_or_equal(mul(sub(mul(mul(x[2],add(add(x[7],mul(pdiv(x[7],mul(add(x[7],x[7]),79.09)),x[2])),x[2])),add(x[3],x[0])),pdiv(x[7],x[2])),x[7]), mul(add(x[7],x[7]),x[7]))",,False,,0.2894736842105263,False,0.0
farthest_point,0.1,1,3,"greater_than_or_equal(sub(mul(x[0],x[2]),add(x[2],x[3])), pdiv(add(x[5],x[5]),mul(sub(x[3],x[2]),add(add(93.79,add(x[0],add(x[3],x[0]))),26.86))))",,False,,0.3947368421052631,False,0.0
farthest_point,0.1,1,3,"greater_than_or_equal(x[3], add(mul(x[0],x[0]),mul(x[0],mul(add(x[7],x[7]),79.09))))","not_(not_(less_than_or_equal(add(x[0],add(add(x[7],x[2]),x[7])),mul(add(x[7],x[7]),x[7]))))",True,0.293859649122807,,,
farthest_point,0.1,1,3,"greater_than_or_equal(x[3], add(mul(x[0],x[0]),x[2]))",,False,,0.293859649122807,False,0.0
farthest_point,0.1,1,3,"not_(greater_than_or_equal(x[0], add(x[2],x[0])))","or_(not_(less_than_or_equal(x[2],x[3])),less_than_or_equal(sub(x[0],x[3]),add(x[7],x[2])))",True,0.6842105263157895,,,
farthest_point,0.1,1,3,"greater_than_or_equal(sub(mul(x[0],x[2]),add(x[2],x[3])), sub(add(x[5],x[5]),mul(sub(x[3],x[2]),add(add(93.45,add(x[3],x[2])),add(mul(x[5],x[0]),add(x[2],x[0]))))))","greater_than_or_equal(sub(mul(x[0],x[2]),add(x[2],x[5])), sub(add(x[5],x[5]),mul(sub(x[3],x[2]),add(add(93.79,add(x[0],add(x[3],x[0]))),26.86))))",True,0.293859649122807,,,
farthest_point,0.1,1,3,"greater_than_or_equal(mul(sub(x[5],x[2]),add(x[3],mul(79.09,x[2]))), 90.94)","not_(not_(less_than_or_equal(add(x[0],add(add(x[7],x[2]),x[7])),mul(add(x[7],x[7]),x[7]))))",True,0.293859649122807,,,
farthest_point,0.1,1,3,"greater_than_or_equal(x[2], add(x[3],x[2]))",,False,,0.7192982456140351,False,0.0
farthest_point,0.1,1,3,"greater_than_or_equal(mul(sub(x[5],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),x[3]))",,False,,0.2675438596491228,False,0.0
farthest_point,0.1,1,3,"greater_than_or_equal(mul(sub(x[5],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),x[3]))","greater_than_or_equal(mul(sub(x[5],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),x[3]))",True,0.2675438596491228,,,
farthest_point,0.1,1,4,"greater_than_or_equal(mul(add(x[3],x[2]),add(pdiv(x[0],mul(add(x[7],x[2]),79.09)),x[2])), x[2])",,False,,0.3289473684210526,False,0.0
farthest_point,0.1,1,4,"greater_than_or_equal(x[3], add(mul(x[0],x[0]),add(x[2],sub(x[7],x[2]))))",,False,,0.2894736842105263,False,0.0
farthest_point,0.1,1,4,"greater_than_or_equal(pdiv(sub(x[3],x[2]),x[3]), x[2])",,False,,0.706140350877193,False,0.0
farthest_point,0.1,1,4,"greater_than_or_equal(mul(sub(x[3],x[2]),add(add(x[7],x[2]),x[7])), mul(sub(x[5],x[2]),add(x[3],x[2])))",,False,,0.3377192982456141,False,0.0
farthest_point,0.1,1,4,"greater_than_or_equal(mul(sub(x[5],x[2]),add(sub(x[7],79.09),x[2])), 69.79)",,False,,0.3026315789473685,False,0.0
farthest_point,0.1,1,4,"greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],mul(x[0],x[0]))), add(x[3],x[0]))","not_(not_(less_than_or_equal(add(x[0],add(add(x[7],x[2]),x[7])),mul(add(x[7],x[7]),x[7]))))",True,0.293859649122807,,,
farthest_point,0.1,1,4,"greater_than_or_equal(sub(mul(x[0],x[2]),add(x[2],x[3])), sub(add(x[5],x[5]),mul(sub(x[3],x[3]),add(add(93.45,add(x[7],x[2])),x[5]))))",,False,,0.3157894736842105,False,0.0
farthest_point,0.1,1,4,"greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),add(90.94,add(pdiv(sub(mul(x[0],x[2]),90.79),sub(x[0],add(x[2],x[0]))),26.86))))","greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),add(90.94,add(x[3],x[0]))))",True,0.2807017543859649,,,
farthest_point,0.1,1,4,"greater_than_or_equal(mul(sub(x[3],x[2]),91.57), x[0])","greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),add(90.94,add(x[3],x[0]))))",True,0.2807017543859649,,,
farthest_point,0.1,1,4,"greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[7])), pdiv(mul(x[0],x[0]),add(x[2],mul(x[2],add(x[3],x[2])))))","greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),add(x[2],mul(x[2],add(x[3],x[2])))))",True,0.2807017543859649,,,
farthest_point,0.1,1,4,"greater_than_or_equal(mul(sub(43.59,43.79),add(x[0],add(90.94,add(x[3],x[0])))), 26.86)","not_(not_(less_than_or_equal(add(x[0],add(add(x[7],x[2]),x[7])),mul(add(x[7],x[7]),x[7]))))",True,0.293859649122807,,,
farthest_point,0.1,1,4,"greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),add(x[2],mul(x[2],add(x[3],pdiv(x[0],add(x[2],x[0])))))))","greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),add(x[2],mul(x[2],add(x[3],x[2])))))",True,0.2807017543859649,,,
farthest_point,0.1,1,4,"greater_than_or_equal(x[3], add(mul(x[2],x[0]),add(x[2],x[5])))",,False,,0.3026315789473685,False,0.0
farthest_point,0.1,1,4,"greater_than_or_equal(mul(sub(x[3],x[5]),add(x[0],add(x[3],mul(x[0],x[2])))), add(x[2],x[5]))",,False,,0.3114035087719298,False,0.0
farthest_point,0.1,1,4,"greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),add(54.99,x[5])))","greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),add(90.94,add(x[3],x[0]))))",True,0.2807017543859649,,,
farthest_point,0.1,1,4,"greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[7])), pdiv(mul(x[0],x[0]),add(x[2],mul(x[2],add(x[3],x[2])))))","greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),add(x[2],mul(x[2],add(x[3],x[2])))))",True,0.2807017543859649,,,
farthest_point,0.1,1,4,"greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),add(90.94,add(x[3],x[0]))))","greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),add(90.94,add(x[3],x[0]))))",True,0.2807017543859649,,,
farthest_point,0.1,1,4,"greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[2])), pdiv(mul(x[0],sub(x[2],90.94)),add(x[3],x[0])))","or_(less_than_or_equal(sub(x[0],x[5]),pdiv(x[2],x[0])),or_(less_than_or_equal(x[3],x[3]),greater_than_or_equal(x[5], x[3])))",True,0.706140350877193,,,
farthest_point,0.1,1,4,"greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),add(90.94,add(x[3],x[7]))))","greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),add(90.94,add(x[3],x[0]))))",True,0.2807017543859649,,,
farthest_point,0.1,1,4,"greater_than_or_equal(x[2], x[2])","or_(less_than_or_equal(sub(x[0],x[5]),pdiv(x[2],x[0])),or_(less_than_or_equal(x[3],x[3]),greater_than_or_equal(x[5], x[3])))",True,0.706140350877193,,,
farthest_point,0.1,1,4,"greater_than_or_equal(mul(sub(x[3],x[2]),x[3]), x[2])","greater_than_or_equal(x[3], add(mul(x[2],x[0]),add(x[2],x[5])))",True,0.3026315789473685,,,
farthest_point,0.1,1,4,"greater_than_or_equal(mul(add(add(x[3],mul(79.09,x[2])),x[2]),x[3]), 26.86)",,False,,0.2894736842105263,False,0.0
farthest_point,0.1,1,4,"greater_than_or_equal(mul(sub(x[3],x[2]),add(x[3],x[2])), pdiv(x[2],mul(mul(mul(x[3],x[2]),add(x[3],x[2])),pdiv(mul(x[0],x[0]),add(90.94,add(x[3],x[0]))))))","not_(not_(less_than_or_equal(add(x[0],add(add(x[7],x[2]),x[7])),mul(add(x[7],x[7]),x[7]))))",True,0.293859649122807,,,
farthest_point,0.1,1,4,"greater_than_or_equal(mul(sub(x[5],x[2]),add(x[3],x[2])), pdiv(mul(x[0],x[0]),add(mul(x[0],x[0]),add(x[2],x[3]))))",,False,,0.2543859649122807,False,0.0
farthest_point,0.1,1,4,"greater_than_or_equal(mul(sub(x[3],x[2]),add(x[2],x[2])), x[0])","greater_than_or_equal(x[3], add(mul(x[0],x[0]),add(x[2],x[0])))",True,0.2807017543859649,,,
