Age,Income.per.dependent,Monthly.credit.card.exp,Own.home,Self.employed,Derogatory.reports,target
0.14285714285714285,0.1941176470588235,0.0,1.0,0.0,0.14285714285714285,0
0.028571428571428525,0.11411764705882355,0.29120719904321857,1.0,0.0,0.0,1
0.1142857142857143,0.1764705882352941,0.11724788333166494,0.0,0.0,0.0,1
0.6571428571428573,0.24,0.2851904342923979,1.0,0.0,0.0,1
0.6571428571428573,0.09176470588235289,0.0,0.0,0.0,0.0,0
0.48571428571428577,0.49411764705882355,0.29966333514222643,1.0,0.0,0.0,1
0.2,0.23529411764705882,0.18148817458101296,0.0,0.0,0.0,1
0.2285714285714286,0.3647058823529411,0.21356353693039629,1.0,0.0,0.0,1
0.17142857142857143,0.1764705882352941,0.16382248963398893,1.0,0.0,0.0,1
0.08571428571428569,0.12823529411764703,0.028266149639362928,0.0,0.0,0.0,1
0.28571428571428575,0.0011764705882352788,0.03367702301860351,0.0,0.0,0.0,1
0.28571428571428575,0.04117647058823529,0.08738007302308183,0.0,0.0,0.0,1
0.5142857142857143,0.12941176470588234,0.00504733855629258,0.0,0.0,0.0,1
0.2285714285714286,0.03529411764705881,0.0,0.0,1.0,0.0,0
0.4571428571428572,0.05882352941176469,0.16832716026617073,0.0,0.0,0.0,1
0.5142857142857143,0.20705882352941174,0.0,0.0,0.0,0.0,0
0.17142857142857143,0.09999999999999999,0.043771700131188654,0.0,0.0,0.0,1
0.2285714285714286,0.6470588235294118,0.33973646359646587,1.0,0.0,0.0,1
0.8571428571428572,0.24705882352941178,0.0,0.0,0.0,0.0,0
0.1142857142857143,0.05882352941176469,0.04910354420109272,0.0,0.0,0.0,1
0.028571428571428525,0.023529411764705854,0.05534159101805557,0.0,0.0,0.0,1
0.1142857142857143,0.1529411764705882,0.017981802184370108,0.0,0.0,0.0,1
0.17142857142857143,0.10588235294117644,0.021701448343809104,0.0,0.0,0.0,1
0.3714285714285715,0.1764705882352941,0.0895085957545455,0.0,0.0,0.14285714285714285,1
0.4000000000000001,0.38823529411764707,1.0,0.0,0.0,0.0,1
0.3714285714285715,0.19764705882352943,0.42696374662149705,0.0,0.0,0.0,1
0.7142857142857144,0.03529411764705881,0.0,0.0,0.0,0.0,0
0.028571428571428525,0.0,0.0172705384003414,0.0,0.0,0.0,1
0.14285714285714285,0.1764705882352941,0.05047338556292577,0.0,0.0,0.2857142857142857,1
0.2,0.09176470588235289,0.014636228089124001,0.0,0.0,0.0,1
0.17142857142857143,0.1529411764705882,0.11331222372670612,0.0,0.0,0.0,1
0.057142857142857106,0.1411764705882353,0.041890802568979424,0.0,0.0,0.0,1
0.2,0.4,0.0,1.0,0.0,0.4285714285714286,0
0.17142857142857143,0.11764705882352941,0.0,0.0,1.0,0.0,0
0.6000000000000001,0.5294117647058824,0.1612355969083734,0.0,1.0,0.0,1
0.6285714285714287,0.2823529411764706,0.05507815998693383,0.0,0.0,0.0,1
0.057142857142857106,0.4235294117647058,0.0,0.0,0.0,0.0,0
0.14285714285714285,0.18470588235294116,0.3384930691295712,0.0,0.0,0.0,1
0.31428571428571433,0.11294117647058821,0.16229985827410526,1.0,0.0,0.0,1
0.2,0.05882352941176469,0.09818074529907325,0.0,0.0,0.0,1
0.3714285714285715,0.20588235294117646,0.029583304794971635,0.0,0.0,0.0,1
0.48571428571428577,0.1435294117647059,0.06816014499243954,0.0,0.0,0.0,1
0.2,0.0823529411764706,0.0490561266154908,0.0,0.0,0.0,1
0.1142857142857143,0.30588235294117644,0.0,0.0,0.0,0.14285714285714285,0
0.1142857142857143,0.2647058823529412,0.15419145113617805,0.0,0.0,0.0,1
0.14285714285714285,0.16235294117647056,0.051874838648493446,0.0,0.0,0.0,1
0.4571428571428572,0.18235294117647055,0.13622018619305282,0.0,0.0,0.0,1
0.3714285714285715,0.12352941176470586,0.05357133448891747,0.0,0.0,0.0,1
0.3714285714285715,0.29411764705882354,0.0,0.0,0.0,0.0,0
1.0000000000000002,0.13411764705882354,0.03437774956138734,1.0,0.0,0.14285714285714285,1
0.0,0.017647058823529377,0.05722248858026481,0.0,0.0,0.0,1
0.2571428571428572,0.10588235294117644,0.02611128380478707,0.0,0.0,0.0,1
0.5714285714285715,0.26,0.0,0.0,0.0,0.4285714285714286,0
0.6000000000000001,0.6752941176470588,0.12411289600269754,1.0,0.0,0.0,1
0.6000000000000001,0.33999999999999997,0.0,1.0,0.0,0.0,0
0.4285714285714286,0.2117647058823529,0.0,1.0,0.0,0.0,0
0.1142857142857143,0.0941176470588235,0.0,0.0,0.0,0.0,0
0.9714285714285715,0.3152941176470588,0.0,0.0,0.0,0.14285714285714285,0
0.4000000000000001,0.11647058823529413,0.0,0.0,0.0,0.2857142857142857,0
0.7142857142857144,0.15411764705882353,0.0,1.0,0.0,0.0,0
0.6571428571428573,0.10588235294117644,0.03602682781620943,0.0,0.0,0.0,1
0.4285714285714286,0.0,0.0,0.0,0.0,0.5714285714285714,0
0.4571428571428572,0.811764705882353,0.0,0.0,0.0,0.2857142857142857,0
0.057142857142857106,0.007058823529411756,0.0,0.0,0.0,0.0,1
0.3714285714285715,0.5294117647058824,0.24981164681274798,1.0,0.0,0.14285714285714285,1
0.14285714285714285,0.24705882352941178,0.12331206566808744,0.0,0.0,0.14285714285714285,1
0.17142857142857143,0.4117647058823529,0.23772016248425998,1.0,0.0,0.0,1
0.7428571428571429,0.47058823529411764,0.1325163458954811,1.0,0.0,0.0,1
