dataset_file,n_rows,n_columns_total,n_features_raw,n_features_numeric_raw,n_features_categorical_raw,n_missing_cells,missing_pct,label_column,n_classes,majority_class_fraction,is_binary,n_rows_used_after_cleaning,n_features_used_after_encoding,c1,c2,cls_coef,density,f1.mean,f1v.mean,f2.mean,f3.mean,f4.mean,hubs.mean,l1.mean,l2.mean,l3.mean,lsc,n1,n2.mean,n3.mean,n4.mean,t1,t2,t3,t4,error
clinical_breast_cancer_RFC_preprocessed.csv,1985.0,17.0,16.0,16.0,0.0,0.0,0.0,RFS_STATUS,2.0,0.5949622166246852,True,1985.0,16.0,0.9738213337200423,0.06963090413031314,0.5103290320697035,0.8980686804257739,0.9896961389429161,0.7123086558085158,0.7143770909098671,0.9959697732997481,0.9934508816120907,0.6745235752327045,0.2225419281523242,0.3586901763224182,0.364735516372796,0.9987460106973587,0.6292191435768262,0.4719182822861714,0.44382871536523927,0.44130982367758187,0.6181360201511334,0.008060453400503778,0.0010075566750629723,0.125,
clinical_breast_cancer_RFC_preprocessed_smoth_RFS_STATUS.csv,2362.0,17.0,16.0,16.0,0.0,0.0,0.0,RFS_STATUS,2.0,0.5,True,2362.0,16.0,1.0,0.0,0.5158456575297016,0.9030254907846638,0.9906662960583973,0.7364919560950117,0.7143770909098671,0.9944961896697714,0.9915325994919559,0.7246261861984821,0.17816268031008398,0.3899237933954276,0.3598645215918713,0.998751219743024,0.6248941574936494,0.3281180930720368,0.29805249788314986,0.4669771380186283,0.5203217612193056,0.006773920406435224,0.000846740050804403,0.125,
coil2000.csv,9822.0,86.0,85.0,85.0,0.0,0.0,0.0,target,2.0,0.9403380166972104,True,9822.0,85.0,0.32610165528193497,0.8736140159901751,0.5420071174377987,0.8095315224166002,0.9973726767167191,0.455627791073238,0.0,0.9913459580533496,0.938810832824272,0.6638511369339613,0.05630293067894754,0.0596619833027896,0.0596619833027896,0.997429473709612,0.15434738342496437,,0.10435756465078395,0.0993687639991855,0.16625941763388313,0.008654041946650377,0.0034616167786601505,0.4,
corral.csv,160.0,7.0,6.0,6.0,0.0,0.0,0.0,target,2.0,0.5625,True,160.0,6.0,0.9886994082884974,0.030769230769230882,0.6796779930731067,0.875943396226415,0.8637757358687589,0.13071733204231334,1.0,1.0,1.0,0.6687669171677212,0.08571287889292367,0.09375,0.05625000000000002,0.966484375,0.23125,0.071875,0.05,0.30625,0.275,0.0375,0.0375,1.0,
datasets_complexity_long.csv,220.0,3.0,2.0,0.0,2.0,2.0,0.30303030303030304,value,167.0,0.0871559633027523,False,218.0,32.0,0.9415281262282061,0.011190962335735466,0.3203661327231122,0.9953917050691244,0.16307341166014144,,,0.0013921138337048605,0.0,0.9539639796476059,0.0,0.0,4.740948395807353e-05,0.9954128440366973,0.9357798165137615,0.8478593272171253,0.926605504587156,0.5779816513761468,1.0,0.14678899082568808,0.12844036697247707,0.875,
datasets_complexity_ranked.csv,10.0,37.0,36.0,33.0,3.0,2.0,0.5405405405405406,avg_all_metrics,10.0,0.1,False,9.0,47.0,1.0,0.0,1.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,1.0,1.0,1.0,0.0,1.0,5.222222222222222,0.2222222222222222,0.0425531914893617,
datasets_complexity_summary.csv,10.0,36.0,35.0,32.0,3.0,2.0,0.5555555555555556,t4,5.0,0.3,False,9.0,46.0,0.9462651872218008,0.054054054054053835,1.0,0.9166666666666666,,,,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.8024691358024691,0.7777777777777778,0.5714494069639422,0.4444444444444444,0.4444444444444444,0.8888888888888888,5.111111111111111,0.2222222222222222,0.043478260869565216,
dis.csv,3772.0,30.0,29.0,29.0,0.0,0.0,0.0,target,2.0,0.9846235418875928,True,3772.0,29.0,0.11462655853364577,0.9687744434361855,0.4849226672368281,0.7903169609676797,,0.4697561587199598,,0.6585365853658537,0.40482502651113467,0.6085035640736844,0.015143618206602927,0.015376458112407176,0.015376458112407176,0.9677557973076157,0.03207847295864263,0.21087295167107714,0.018822905620360552,0.025715800636267234,0.06389183457051961,0.0076882290562036056,0.004506892895015907,0.5862068965517241,
glass2.csv,163.0,10.0,9.0,9.0,0.0,0.0,0.0,target,2.0,0.5337423312883436,True,163.0,9.0,0.9967123557000845,0.009067066316972627,0.3525406797928551,0.871317124895857,0.9650308050409646,0.39354219034061283,0.0011692069947453376,0.9079754601226994,0.6134969325153374,0.7785698393754586,0.12962526207953717,0.245398773006135,0.28220858895705525,0.9519364673115285,0.3006134969325153,0.37480107264981216,0.1901840490797546,0.3312883435582822,0.5030674846625767,0.05521472392638037,0.03067484662576687,0.5555555555555556,
haberman.csv,306.0,4.0,3.0,3.0,0.0,0.0,0.0,target,2.0,0.7352941176470589,True,306.0,3.0,0.833764907210665,0.3626062322946175,0.40835919359388906,0.8796528447444552,0.9710414601892824,0.6654076871256419,0.7177068267574498,0.9705882352941176,0.9673202614379085,0.6195520584485866,0.17238278628988613,0.2679738562091504,0.2647058823529411,0.985838779956427,0.5359477124183006,0.3986639916066508,0.37254901960784315,0.3888888888888889,0.4673202614379085,0.00980392156862745,0.00980392156862745,1.0,
hepatitis.csv,155.0,20.0,19.0,19.0,0.0,0.0,0.0,target,2.0,0.7935483870967742,True,155.0,19.0,0.7346451526501955,0.5126601869621742,0.5351222826086957,0.8371177209886888,0.9361185349201548,0.16207164938260957,0.0,0.8258064516129032,0.567741935483871,0.6824234655711638,0.08819135376528808,0.10322580645161294,0.10967741935483866,0.9306555671175858,0.25161290322580643,0.39075302433758,0.16129032258064516,0.18064516129032257,0.5483870967741935,0.12258064516129032,0.0967741935483871,0.7894736842105263,
hypothyroid.csv,3163.0,26.0,25.0,25.0,0.0,0.0,0.0,target,2.0,0.9522605121719886,True,3163.0,25.0,0.27671573102958635,0.8999857613212614,0.45709625963182277,0.8024479758146005,0.9965224313977743,0.16976009167684403,0.0,0.7840657603540943,0.7189377173569396,0.655479666370022,0.0383930051826471,0.04615871008536199,0.06006955422067661,0.9653743204729759,0.06354726525450521,0.1968884628564873,0.0325640214985773,0.03920328801770471,0.10433133101485931,0.007903888713246918,0.004426177679418274,0.56,
ionosphere.csv,351.0,35.0,34.0,34.0,0.0,0.0,0.0,target,2.0,0.6410256410256411,True,351.0,34.0,0.9418285354475157,0.14738124238733263,0.33031612749877515,0.8431257631257632,,0.12438553561778014,,0.8091168091168092,0.0,0.7206689194546072,0.05537313315970416,0.056980056980056926,0.10541310541310545,0.9101224827720554,0.1737891737891738,0.3228969480299005,0.09116809116809117,0.30484330484330485,0.31339031339031337,0.09686609686609686,0.06837606837606838,0.7058823529411765,
irish.csv,500.0,6.0,5.0,5.0,0.0,0.0,0.0,target,2.0,0.556,True,500.0,5.0,0.99093240356837,0.02477719486758112,0.26238287584591957,0.8642404809619239,0.9214899771884134,0.31024975772384084,0.2799999908357858,0.556,0.0,0.7960827575462022,0.1318635829423993,0.246,0.19399999999999995,0.9433279999999999,0.064,0.13472871114131224,0.022,0.282,0.12,0.01,0.01,1.0,
kr_vs_kp.csv,3196.0,37.0,36.0,36.0,0.0,0.0,0.0,target,2.0,0.522215269086358,True,3196.0,36.0,0.9985755386554581,0.003940366873872669,0.5213520298705588,0.8838996711460531,0.9762637783257385,0.12329198059443508,0.0,0.8172715894868585,0.5669586983729662,0.7717967384948154,0.026847906462329263,0.027221526908635774,0.053817271589486904,0.9974015156617863,0.2881727158948686,0.34934221372524354,0.15988735919899874,0.425531914893617,0.3354192740926158,0.011264080100125156,0.007509386733416771,0.6666666666666666,
labor.csv,57.0,17.0,16.0,16.0,0.0,0.0,0.0,target,2.0,0.6491228070175439,True,57.0,16.0,0.9348490242345946,0.16336913510457896,0.5302197802197802,0.8439849624060151,0.9109259007855719,0.08052422231131447,0.02440087157339244,0.7543859649122807,0.0,0.6733517358128558,0.0,0.0,0.052631578947368474,0.8845798707294552,0.17543859649122806,0.35074268415422233,0.03508771929824561,0.22807017543859648,0.5614035087719298,0.2807017543859649,0.21052631578947367,0.75,
lupus.csv,87.0,4.0,3.0,3.0,0.0,0.0,0.0,target,2.0,0.5977011494252874,True,87.0,3.0,0.972279462096882,0.07355561211504213,0.3574351978171896,0.8834536220261962,0.8720404606030935,0.2962625297461723,0.5828008861540509,0.7011494252873564,0.6781609195402298,0.7242421630195566,0.13284622087938736,0.24137931034482762,0.1839080459770115,0.9637997093407319,0.4942528735632184,0.4117621312694081,0.28735632183908044,0.3333333333333333,0.47126436781609193,0.034482758620689655,0.022988505747126436,0.6666666666666666,
magic.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped: 19020 rows (only datasets with < 15000 rows)
mofn_3_7_10.csv,1324.0,11.0,10.0,10.0,0.0,0.0,0.0,target,2.0,0.7794561933534743,True,1324.0,10.0,0.7611592355158557,0.4760546923900797,0.629079757523568,0.8742067488291053,0.9469053870775284,0.12794130871982165,1.0,1.0,1.0,0.4474298076714101,0.0,0.0,0.04229607250755285,0.9746391279743705,0.19184290030211482,0.20835850851278295,0.08534743202416918,0.18504531722054382,0.22885196374622357,0.0075528700906344415,0.0075528700906344415,1.0,
molecular_biology_promoters.csv,106.0,58.0,57.0,57.0,0.0,0.0,0.0,target,2.0,0.5,True,106.0,57.0,1.0,0.0,0.6300021867483052,0.8767295597484277,0.9693358054715782,0.05061667485551008,0.6666666567325592,0.8584905660377359,0.8584905660377359,0.7554272086816815,0.0,0.0,0.028301886792452824,0.9557671769312923,0.37735849056603776,0.46430682662021955,0.2169811320754717,0.04716981132075472,0.9716981132075472,0.5377358490566038,0.4056603773584906,0.7543859649122807,
monk1.csv,556.0,7.0,6.0,6.0,0.0,0.0,0.0,target,2.0,0.5,True,556.0,6.0,1.0,0.0,0.5742897175354111,0.9111608010888587,0.9956458265697975,0.9051235608042824,1.0,1.0,1.0,0.7119300206471038,0.21763602148601624,0.33453237410071945,0.3866906474820144,0.9945719683246209,0.5485611510791367,0.26001199141844106,0.2607913669064748,0.4550359712230216,0.5107913669064749,0.01079136690647482,0.01079136690647482,1.0,
monk2.csv,601.0,7.0,6.0,6.0,0.0,0.0,0.0,target,2.0,0.6572379367720466,True,601.0,6.0,0.9274373177990278,0.17999002322874513,0.5390028719342806,0.909961175818081,0.9968469257580531,0.9187319483936331,1.0,1.0,1.0,0.6781019434299902,0.255266418835155,0.34276206322795344,0.34276206322795344,0.9884468758392142,0.3427620632279534,0.17852668274699898,0.1064891846921797,0.39434276206322794,0.4475873544093178,0.009983361064891847,0.009983361064891847,1.0,
monk3.csv,554.0,7.0,6.0,6.0,0.0,0.0,0.0,target,2.0,0.51985559566787,True,554.0,6.0,0.9988621511417832,0.0031489915419649073,0.5387855453176953,0.8941448351949655,0.918468925107136,0.21464980055049315,1.0,1.0,1.0,0.6408515654067725,0.09624796012324166,0.1859205776173285,0.13898916967509023,0.9926201305894773,0.4223826714801444,0.2702853659340489,0.16425992779783394,0.3231046931407942,0.4314079422382672,0.010830324909747292,0.010830324909747292,1.0,
mushroom.csv,8124.0,23.0,22.0,22.0,0.0,0.0,0.0,target,2.0,0.517971442639094,True,8124.0,22.0,0.9990678968724604,0.002580448346242159,0.259768626365644,0.8595909045641383,,0.08256837555023917,,0.7991137370753324,0.5809945839487937,0.7836871786034408,0.06986297438477829,0.02855736090595762,0.1571885770556376,0.8748246044023205,0.0034465780403741997,0.03920778443193334,0.0,0.33431806991629737,0.005292959133431807,0.0027080256031511572,0.0017232890201870998,0.6363636363636364,
mux6.csv,128.0,7.0,6.0,6.0,0.0,0.0,0.0,target,2.0,0.5,True,128.0,6.0,1.0,0.0,0.6643973777105396,0.8932086614173228,0.9583333333333334,0.43243243243243246,1.0,1.0,1.0,0.7617412383635678,0.11111111157854858,0.3125,0.3046875,0.984375,0.421875,0.0,0.0,0.3125,0.5,0.046875,0.046875,1.0,
parity5+5.csv,1124.0,11.0,10.0,10.0,0.0,0.0,0.0,target,2.0,0.5044483985765125,True,1124.0,10.0,0.9999429024267611,0.00015829346976115044,0.6749518630364219,0.9187420578458184,0.9999601826846904,0.9984132280256102,1.0,1.0,1.0,0.5681294360515059,0.19426523675318774,0.4813167259786477,0.50355871886121,0.9989520142855334,0.6058718861209964,0.4110320284697509,0.4092526690391459,0.4928825622775801,0.9110320284697508,0.008896797153024912,0.008896797153024912,1.0,
