sex,index,FL,RW,CL,CW,BD,target
1.0,0.02040816326530609,0.18867924528301877,0.12408759124087587,0.1671732522796353,0.13599999999999995,0.18709677419354842,1
1.0,0.04081632653061218,0.22012578616352196,0.1532846715328467,0.18237082066869303,0.14933333333333332,0.19999999999999996,1
1.0,0.061224489795918324,0.2641509433962264,0.18248175182481757,0.24316109422492405,0.20533333333333337,0.25806451612903225,1
1.0,0.08163265306122447,0.33333333333333326,0.2116788321167884,0.2583586626139818,0.23733333333333334,0.30322580645161296,1
1.0,0.10204081632653056,0.33333333333333326,0.2116788321167884,0.2887537993920973,0.264,0.3290322580645161,1
1.0,0.12244897959183676,0.3459119496855345,0.2846715328467154,0.3434650455927052,0.31200000000000006,0.3870967741935484,1
1.0,0.1428571428571428,0.37735849056603765,0.3284671532846716,0.3768996960486323,0.3546666666666667,0.39354838709677414,1
1.0,0.163265306122449,0.389937106918239,0.26277372262773724,0.36170212765957455,0.33333333333333337,0.38064516129032255,1
1.0,0.18367346938775503,0.4088050314465408,0.3284671532846716,0.3890577507598785,0.3573333333333334,0.39354838709677414,1
1.0,0.20408163265306123,0.42767295597484273,0.3649635036496351,0.4407294832826748,0.4026666666666668,0.4516129032258064,1
1.0,0.22448979591836732,0.4339622641509433,0.2846715328467154,0.4316109422492401,0.392,0.4774193548387097,1
1.0,0.24489795918367346,0.4339622641509433,0.2919708029197081,0.43768996960486334,0.3866666666666667,0.4516129032258064,1
1.0,0.26530612244897955,0.4339622641509433,0.3065693430656934,0.4255319148936171,0.39466666666666667,0.4645161290322581,1
1.0,0.2857142857142857,0.4402515723270439,0.29927007299270075,0.4255319148936171,0.3893333333333333,0.43870967741935485,1
1.0,0.30612244897959184,0.4402515723270439,0.3065693430656934,0.39817629179331315,0.368,0.4258064516129032,1
1.0,0.32653061224489793,0.4402515723270439,0.35036496350364976,0.4407294832826748,0.4026666666666668,0.4774193548387097,1
1.0,0.3469387755102041,0.4654088050314465,0.35036496350364976,0.46200607902735563,0.43733333333333335,0.4322580645161291,1
1.0,0.36734693877551017,0.47169811320754707,0.33576642335766427,0.43465045592705176,0.4000000000000001,0.4516129032258064,1
1.0,0.3877551020408163,0.49685534591194963,0.3576642335766424,0.4711246200607903,0.43199999999999994,0.5096774193548387,1
1.0,0.40816326530612246,0.49685534591194963,0.3649635036496351,0.49240121580547114,0.4506666666666667,0.5032258064516129,1
1.0,0.4285714285714286,0.5157232704402516,0.33576642335766427,0.4711246200607903,0.44000000000000006,0.4774193548387097,1
1.0,0.4489795918367347,0.5345911949685533,0.41605839416058393,0.5167173252279635,0.4560000000000001,0.5225806451612902,1
1.0,0.46938775510204084,0.5660377358490565,0.3868613138686132,0.5349544072948328,0.4853333333333333,0.5548387096774193,1
1.0,0.4897959183673469,0.5723270440251572,0.3722627737226277,0.5136778115501521,0.4560000000000001,0.5419354838709677,1
1.0,0.5102040816326531,0.6226415094339623,0.44525547445255476,0.6170212765957448,0.5813333333333334,0.6193548387096773,1
1.0,0.5306122448979592,0.641509433962264,0.45985401459854025,0.6504559270516719,0.5973333333333334,0.6516129032258063,1
1.0,0.5510204081632654,0.6477987421383647,0.4014598540145986,0.5987841945288754,0.5386666666666666,0.5935483870967742,1
1.0,0.5714285714285714,0.6477987421383647,0.45255474452554745,0.6048632218844986,0.5680000000000001,0.6451612903225807,1
1.0,0.5918367346938775,0.6666666666666666,0.4379562043795621,0.6474164133738602,0.6053333333333333,0.6838709677419355,1
1.0,0.6122448979591837,0.6729559748427671,0.46715328467153294,0.6747720364741642,0.6346666666666667,0.6709677419354838,1
1.0,0.6326530612244898,0.6792452830188679,0.5036496350364964,0.6686930091185412,0.6453333333333333,0.7096774193548387,1
1.0,0.653061224489796,0.691823899371069,0.5255474452554745,0.7325227963525835,0.6826666666666668,0.7161290322580645,1
1.0,0.6734693877551021,0.7044025157232703,0.5036496350364964,0.7051671732522796,0.6693333333333334,0.7483870967741935,1
1.0,0.6938775510204082,0.7169811320754718,0.5036496350364964,0.7021276595744681,0.6613333333333333,0.7225806451612904,1
1.0,0.7142857142857143,0.7169811320754718,0.5109489051094891,0.6747720364741642,0.6160000000000001,0.7032258064516128,1
1.0,0.7346938775510204,0.7295597484276729,0.5036496350364964,0.683890577507599,0.6400000000000001,0.7354838709677419,1
1.0,0.7551020408163265,0.7295597484276729,0.5328467153284673,0.74468085106383,0.6986666666666667,0.761290322580645,1
1.0,0.7755102040816326,0.7672955974842766,0.5547445255474452,0.7416413373860183,0.6960000000000002,0.7548387096774194,1
1.0,0.7959183673469388,0.7672955974842766,0.5766423357664234,0.7629179331306991,0.7253333333333334,0.761290322580645,1
1.0,0.8163265306122449,0.8113207547169812,0.5255474452554745,0.7872340425531916,0.7306666666666667,0.7677419354838709,1
1.0,0.8367346938775511,0.8427672955974843,0.5766423357664234,0.8541033434650456,0.784,0.870967741935484,1
1.0,0.8571428571428572,0.8679245283018867,0.6204379562043796,0.8571428571428572,0.8026666666666669,0.8580645161290321,1
1.0,0.8775510204081632,0.8993710691823898,0.6569343065693432,0.9361702127659576,0.8693333333333335,0.9548387096774192,1
1.0,0.8979591836734695,0.9056603773584906,0.6496350364963505,0.9422492401215807,0.8693333333333335,0.935483870967742,1
1.0,0.9183673469387755,0.9056603773584906,0.6058394160583943,0.8723404255319149,0.8293333333333335,0.903225806451613,1
1.0,0.9387755102040817,0.9245283018867922,0.6715328467153285,0.9331306990881459,0.9040000000000001,0.967741935483871,1
1.0,0.9591836734693878,0.9371069182389937,0.6788321167883213,0.9088145896656536,0.8666666666666667,0.9290322580645161,1
1.0,0.9795918367346939,0.9937106918238993,0.7518248175182483,0.9878419452887539,0.9333333333333333,0.9935483870967741,1
1.0,1.0,1.0,0.6715328467153285,1.0000000000000002,0.952,1.0,1
0.0,0.0,0.22012578616352196,0.2335766423357664,0.20364741641337386,0.184,0.2387096774193549,1
0.0,0.02040816326530609,0.2641509433962264,0.1970802919708029,0.21276595744680854,0.1866666666666667,0.23225806451612901,1
0.0,0.04081632653061218,0.33333333333333326,0.25547445255474455,0.2857142857142858,0.264,0.3096774193548387,1
0.0,0.061224489795918324,0.3396226415094339,0.3649635036496351,0.31306990881458974,0.29333333333333333,0.34838709677419355,1
0.0,0.08163265306122447,0.3584905660377358,0.34306569343065696,0.33738601823708214,0.32000000000000006,0.3741935483870968,1
0.0,0.10204081632653056,0.42767295597484273,0.3941605839416059,0.37386018237082075,0.3813333333333333,0.4193548387096774,1
0.0,0.12244897959183676,0.42767295597484273,0.45985401459854025,0.42857142857142866,0.40800000000000003,0.4258064516129032,1
0.0,0.1428571428571428,0.44654088050314467,0.41605839416058393,0.40729483282674783,0.392,0.4129032258064516,1
0.0,0.163265306122449,0.47169811320754707,0.48905109489051096,0.45288753799392106,0.43466666666666665,0.43870967741935485,1
0.0,0.18367346938775503,0.4842767295597484,0.47445255474452563,0.4650455927051672,0.44266666666666676,0.4645161290322581,1
0.0,0.20408163265306123,0.490566037735849,0.42335766423357674,0.46808510638297884,0.43199999999999994,0.5096774193548387,1
0.0,0.22448979591836732,0.5283018867924527,0.5109489051094891,0.5015197568389058,0.4800000000000001,0.5161290322580645,1
0.0,0.24489795918367346,0.5283018867924527,0.5474452554744527,0.5136778115501521,0.4853333333333333,0.49677419354838714,1
0.0,0.26530612244897955,0.5283018867924527,0.5547445255474452,0.4954407294832827,0.464,0.49677419354838714,1
0.0,0.2857142857142857,0.5345911949685533,0.5182481751824818,0.4954407294832827,0.472,0.49677419354838714,1
0.0,0.30612244897959184,0.559748427672956,0.5182481751824818,0.5136778115501521,0.504,0.5096774193548387,1
0.0,0.32653061224489793,0.559748427672956,0.5255474452554745,0.5075987841945289,0.5066666666666667,0.5032258064516129,1
0.0,0.3469387755102041,0.5660377358490565,0.5474452554744527,0.5136778115501521,0.4933333333333334,0.4903225806451612,1
0.0,0.36734693877551017,0.5974842767295596,0.5693430656934308,0.5349544072948328,0.5306666666666667,0.5548387096774193,1
0.0,0.3877551020408163,0.6226415094339623,0.5839416058394161,0.5592705167173253,0.5360000000000001,0.5483870967741935,1
0.0,0.40816326530612246,0.6477987421383647,0.5693430656934308,0.601823708206687,0.6000000000000001,0.6129032258064515,1
0.0,0.4285714285714286,0.6477987421383647,0.5766423357664234,0.601823708206687,0.5840000000000001,0.6387096774193548,1
0.0,0.4489795918367347,0.6477987421383647,0.5985401459854015,0.5653495440729484,0.5466666666666667,0.5483870967741935,1
0.0,0.46938775510204084,0.6540880503144655,0.5474452554744527,0.5866261398176292,0.5733333333333334,0.6064516129032258,1
0.0,0.4897959183673469,0.6792452830188679,0.613138686131387,0.6079027355623102,0.5973333333333334,0.6193548387096773,1
0.0,0.5102040816326531,0.6792452830188679,0.7153284671532849,0.7051671732522796,0.6906666666666668,0.7161290322580645,1
0.0,0.5306122448979592,0.6981132075471698,0.6715328467153285,0.6200607902735563,0.624,0.6451612903225807,1
0.0,0.5510204081632654,0.7044025157232703,0.6569343065693432,0.6352583586626142,0.6106666666666667,0.632258064516129,1
0.0,0.5714285714285714,0.7044025157232703,0.6715328467153285,0.662613981762918,0.6533333333333334,0.6645161290322579,1
0.0,0.5918367346938775,0.710691823899371,0.5912408759124088,0.6778115501519757,0.664,0.6774193548387097,1
0.0,0.6122448979591837,0.7169811320754718,0.5839416058394161,0.6079027355623102,0.5946666666666667,0.5741935483870968,1
0.0,0.6326530612244898,0.7295597484276729,0.635036496350365,0.6413373860182371,0.624,0.6774193548387097,1
0.0,0.653061224489796,0.7358490566037734,0.7445255474452555,0.6565349544072948,0.6560000000000001,0.5935483870967742,1
0.0,0.6734693877551021,0.7484276729559749,0.6934306569343067,0.7021276595744681,0.6719999999999999,0.6903225806451613,1
0.0,0.6938775510204082,0.7484276729559749,0.7153284671532849,0.7051671732522796,0.68,0.7161290322580645,1
0.0,0.7142857142857143,0.7861635220125784,0.7445255474452555,0.7659574468085106,0.7066666666666668,0.7806451612903225,1
0.0,0.7346938775510204,0.7987421383647797,0.737226277372263,0.7507598784194529,0.7146666666666667,0.761290322580645,1
0.0,0.7551020408163265,0.7987421383647797,0.8321167883211679,0.7720364741641339,0.7813333333333334,0.761290322580645,1
0.0,0.7755102040816326,0.8050314465408804,0.7445255474452555,0.7811550151975684,0.7466666666666668,0.7483870967741935,1
0.0,0.7959183673469388,0.8113207547169812,0.781021897810219,0.7629179331306991,0.7200000000000001,0.8064516129032259,1
0.0,0.8163265306122449,0.8238993710691824,0.6934306569343067,0.7507598784194529,0.7200000000000001,0.7677419354838709,1
0.0,0.8367346938775511,0.8364779874213836,0.8029197080291972,0.7689969604863223,0.7573333333333334,0.8451612903225805,1
0.0,0.8571428571428572,0.8427672955974843,0.8029197080291972,0.8145896656534956,0.7760000000000001,0.8451612903225805,1
0.0,0.8775510204081632,0.861635220125786,0.7299270072992702,0.7659574468085106,0.7360000000000001,0.7354838709677419,1
0.0,0.8979591836734695,0.8867924528301887,0.8686131386861314,0.8844984802431611,0.8346666666666667,0.896774193548387,1
0.0,0.9183673469387755,0.8930817610062891,0.8394160583941608,0.805471124620061,0.7760000000000001,0.8129032258064515,1
0.0,0.9387755102040817,0.9119496855345911,0.7737226277372264,0.8206686930091187,0.8026666666666669,0.870967741935484,1
0.0,0.9591836734693878,0.9245283018867922,0.781021897810219,0.8480243161094226,0.808,0.864516129032258,1
0.0,0.9795918367346939,0.9622641509433962,0.781021897810219,0.8601823708206688,0.8426666666666669,0.8838709677419355,1
0.0,1.0,1.0,1.0,0.9574468085106385,0.9440000000000001,0.967741935483871,1
