mode,sample_fraction,fake_hit_threshold,final_test_mae_mean,final_test_accuracy_mean,total_time_sec_mean,total_time_fair_sec_mean,total_wall_time_sec_mean,fake_eval_time_sec_mean,hits_mean,misses_mean,hit_rate_overall_mean,fake_hits_mean,final_test_mae_std,final_test_accuracy_std,total_time_sec_std,total_time_fair_sec_std,total_wall_time_sec_std,fake_eval_time_sec_std,hits_std,misses_std,hit_rate_overall_std,fake_hits_std,fake_hit_rate_overall_mean
fec_simple_kmedoids,0.1,0.0,0.1018680677174547,0.8981319322825453,10.276788687705993,10.276788687705993,19.017912332185855,0.0,39017.6,288.1,0.9927220204050439,0.0,0.025523887844796103,0.025523887844796107,6.070330399771524,6.070330399771524,5.669072007918302,0.0,883.6655702243929,241.69172513762234,0.006010514794499969,0.0,0.0
fec_simple_kmedoids,0.2,0.0,0.09427904261529477,0.9057209573847053,9.925127085049947,9.925127085049947,19.23717113730187,0.0,38674.96666666667,512.7333333333333,0.9869830199856844,0.0,0.01893840384468773,0.018938403844687746,5.064130864189886,5.064130864189886,4.843773845383042,0.0,1124.0157615541793,437.21016558274226,0.010959890098118414,0.0,0.0
fec_simple_kmedoids,0.3,0.0,0.09241097489783999,0.90758902510216,10.581824978192648,10.581824978192648,20.633210978051647,0.0,38388.7,731.9,0.9813957175018432,0.0,0.019956181088052978,0.01995618108805298,6.680735650053552,6.680735650053552,6.466827030326578,0.0,881.5019814687505,637.8018683990612,0.016016667642041214,0.0,0.0
fec_simple_kmedoids,0.4,0.0,0.09141856392294216,0.9085814360770578,8.849525101979573,8.849525101979573,19.50706134919698,0.0,38151.066666666666,817.0,0.9791700697243233,0.0,0.015176253879063087,0.01517625387906307,4.7670685185119686,4.7670685185119686,4.637912965618045,0.0,830.5775072535721,761.2850977130711,0.01912215803278228,0.0,0.0
fec_simple_kmedoids,0.5,0.0,0.09608873321657906,0.9039112667834209,10.13083933989207,10.13083933989207,20.334627840373045,0.0,38318.26666666667,899.4333333333333,0.9773020652144019,0.0,0.026723970071189308,0.02672397007118933,5.927270430251008,5.927270430251008,5.64775298543491,0.0,1047.6052988708218,898.7826835349146,0.02236838588646163,0.0,0.0
fec_simple_stratified,0.1,0.0,0.09550496205487445,0.9044950379451255,10.954318563143412,10.954318563143412,11.355005761360129,0.0,38956.333333333336,289.5,0.9926705397967173,0.0,0.015425704205406881,0.015425704205406827,6.104877409778996,6.104877409778996,6.08976224952095,0.0,942.9191670315957,265.92652494000424,0.006661153478732825,0.0,0.0
fec_simple_stratified,0.2,0.0,0.10105078809106825,0.8989492119089317,6.872850974400838,6.872850974400838,7.1767644679173825,0.0,38553.0,480.5,0.9877188638867316,0.0,0.02270479604265489,0.02270479604265491,4.262814651492157,4.262814651492157,4.257588060560312,0.0,1164.5531904268419,543.361681264576,0.0137940242629255,0.0,0.0
fec_simple_stratified,0.3,0.0,0.0895504962054874,0.9104495037945125,8.563441936175028,8.563441936175028,8.85687272325158,0.0,38491.36666666667,736.1,0.9813874052484397,0.0,0.012731565897419658,0.01273156589741967,4.529187746937222,4.529187746937222,4.525056744480475,0.0,843.6356829553583,592.6257025588185,0.0147425578471161,0.0,0.0
fec_simple_stratified,0.4,0.0,0.08937536485697602,0.9106246351430239,8.940779829025269,8.940779829025269,9.244978942178811,0.0,38080.76666666667,1043.7,0.9736802554909986,0.0,0.012897115583623817,0.01289711558362381,4.365845637049841,4.365845637049841,4.367558563121328,0.0,1178.9163578850237,873.6934302145117,0.021414094416674925,0.0,0.0
fec_simple_stratified,0.5,0.0,0.09095154699357846,0.9090484530064216,8.968029133478801,8.968029133478801,9.267587881054109,0.0,37908.566666666666,911.2333333333333,0.976504113954245,0.0,0.01622169707690218,0.016221697076902228,5.015066268966284,5.015066268966284,5.021798316409529,0.0,1476.4024899133108,736.8644689191871,0.01881709685853823,0.0,0.0
